amount,customer_age_days,device_age_days,prior_success_count,prior_chargeback_count,velocity_1h,velocity_24h,pincode_distance_km,phone_verified,device_trusted,ip_country_match,hour,is_fraud
8275.1,133,100,7,0,4,7,10.91,1,1,1,13,0
700.0,70,13,9,0,3,7,5.74,1,1,1,10,0
10377.17,172,2,20,0,1,2,11.93,0,1,1,8,0
4592.55,341,97,20,0,3,5,1.75,1,0,1,3,0
1427.16,63,32,5,0,3,8,6.37,1,0,1,14,0
5628.62,60,9,10,0,1,5,11.4,1,0,1,21,0
598.07,248,5,4,0,2,5,0.92,1,0,1,10,0
792.73,116,61,19,0,2,2,27.04,1,0,1,19,0
983.79,509,52,0,0,3,4,8.68,1,0,1,17,0
1065.31,205,115,8,0,4,5,20.15,1,0,1,20,0
628.57,308,1,8,0,1,3,5.38,1,0,1,16,0
6143.09,201,121,3,0,3,6,354.74,1,0,1,13,0
1395.69,64,130,18,0,2,6,5.7,0,1,1,10,0
2572.17,88,35,0,0,1,4,79.3,1,1,1,9,0
1022.13,97,4,5,0,2,8,0.74,1,1,1,10,0
292.77,232,175,6,0,2,6,38.08,1,1,1,16,0
2368.61,168,4,16,0,2,5,5.47,1,1,1,18,0
267.13,37,53,29,0,2,5,5.59,1,0,1,10,0
1688.11,261,40,15,0,1,6,333.6,1,1,1,10,0
460.21,566,108,10,0,2,5,17.97,1,0,1,8,0
13190.81,74,41,26,0,1,4,2.36,1,1,1,20,0
4497.89,83,37,3,0,3,7,0.17,1,1,1,6,0
2009.73,106,127,16,0,1,5,0.23,1,1,1,0,0
6397.78,155,199,3,0,1,5,12.83,0,0,1,4,0
775.64,79,47,8,0,3,5,15.71,0,1,1,14,0
3113.43,352,36,14,0,2,4,46.82,1,1,1,16,0
2207.93,434,106,12,0,2,3,14.28,1,0,1,12,0
2354.35,183,106,5,0,3,8,17.52,1,0,1,16,0
6453.34,162,23,2,0,4,7,69.34,1,1,1,17,1
3761.2,42,51,15,0,2,7,1145.51,1,0,1,18,1
2413.24,69,10,5,0,1,7,7.76,1,1,1,7,1
345.54,26,60,13,0,4,9,0.51,1,0,1,18,1
692.25,110,107,15,0,2,9,13.63,1,1,1,19,0
1599.25,125,12,30,0,1,4,1520.17,1,1,1,11,1
1985.0,245,23,3,0,3,6,1.3,1,1,1,21,0
583.94,184,35,6,0,5,8,31.16,1,1,1,1,1
20164.45,93,111,10,0,1,4,8.52,1,1,1,13,0
8237.02,254,78,32,1,1,2,669.83,1,0,1,18,1
3301.45,622,22,2,0,1,5,6.86,1,1,1,14,0
1943.09,262,16,9,0,3,6,46.61,1,1,1,23,0
1462.34,117,71,15,0,3,5,34.88,1,1,1,11,0
697.9,197,39,4,0,3,5,1.16,1,1,1,7,0
1953.7,77,54,3,0,6,10,4.03,1,0,1,12,1
2339.64,71,62,29,0,2,5,10.98,1,1,1,10,0
522.3,454,49,14,0,1,5,7.29,1,0,1,9,0
2525.45,200,56,5,0,3,4,4.14,1,0,1,12,0
1548.03,314,131,4,0,3,5,68.88,1,0,1,12,0
268.32,140,121,40,0,3,6,21.62,1,1,1,18,0
764.8,70,9,16,0,1,1,13.17,1,1,1,15,0
1195.59,60,52,4,0,2,5,16.18,1,0,1,15,0
11940.46,86,34,38,0,2,4,17.06,1,1,0,16,0
3154.4,217,20,20,3,1,2,1.74,0,1,1,19,1
475.57,50,59,14,0,1,5,66.53,1,1,1,11,0
2939.62,173,42,20,0,2,3,67.49,1,1,1,18,0
384.79,236,89,35,2,3,5,24.76,0,0,1,19,1
5338.45,68,5,13,0,1,2,57.7,1,1,1,10,0
1128.76,620,21,3,0,6,7,20.32,1,1,1,10,0
1646.43,291,1,8,0,4,7,19.88,1,0,1,19,0
6807.61,154,82,14,0,2,2,10.7,1,1,1,21,0
499.11,98,146,5,0,4,5,27.35,1,1,1,19,0
447.14,204,53,4,0,1,1,34.72,0,1,1,12,0
1008.68,200,57,12,2,5,8,762.37,1,1,1,20,1
5107.06,175,2,7,0,2,4,6.15,1,1,1,18,1
395.7,209,42,19,0,4,8,52.31,1,1,1,9,0
106.47,80,44,10,0,4,7,4.02,1,0,1,18,0
1151.52,261,2,1,0,4,7,0.18,1,1,1,16,0
3139.26,56,91,32,0,3,7,9.82,1,1,1,13,0
6004.48,28,19,7,0,1,3,37.1,1,1,1,19,0
1137.78,243,77,9,1,2,3,62.17,0,1,1,20,1
1198.2,213,30,7,0,3,7,1.59,1,0,1,7,0
5732.46,165,326,4,0,1,4,4.35,0,1,1,19,0
278.73,106,14,13,0,1,4,5.67,1,1,1,14,0
1225.96,120,3,12,0,3,5,8.35,0,1,1,20,0
2187.3,78,234,24,0,1,2,21.08,1,0,1,16,0
2833.36,198,16,3,0,2,7,2.66,1,1,1,15,0
1085.93,23,60,7,0,3,5,28.55,1,1,1,14,0
1871.4,36,28,4,0,4,6,9.57,1,1,1,9,0
150.16,81,61,3,0,4,5,1404.73,1,1,1,9,1
936.13,182,54,6,0,2,4,15.35,1,1,1,2,0
2845.54,156,73,4,0,4,5,2.56,0,1,1,14,0
677.02,368,1,9,0,2,4,1287.93,1,1,1,2,1
1917.9,138,108,7,0,2,4,58.35,0,1,1,17,0
2826.72,275,39,6,0,1,6,21.94,1,1,1,7,0
1283.63,176,43,15,0,2,4,31.58,1,1,1,15,0
2144.08,27,31,13,0,1,3,22.47,1,0,1,10,0
690.4,70,272,20,0,2,6,38.72,0,1,1,6,0
1470.55,78,97,8,0,3,7,1.35,1,1,0,14,0
3328.3,93,22,3,0,3,6,1.7,0,1,1,11,0
2115.34,128,91,20,0,3,6,1.27,1,1,1,18,0
1005.73,319,34,13,0,1,7,0.33,1,1,1,11,0
2262.48,145,122,4,0,2,5,2.59,1,1,1,11,0
3694.53,102,1,3,0,3,6,8.24,0,1,1,13,1
232.77,286,26,3,0,1,6,19.22,0,1,1,0,0
5762.2,285,33,9,0,2,7,4.86,0,1,1,17,0
1291.74,19,81,29,0,4,4,29.46,1,1,1,16,0
2766.92,155,12,6,0,2,4,233.43,1,0,1,19,0
5986.41,345,20,13,0,1,2,3.44,1,0,1,5,0
458.67,139,77,10,0,3,6,7.74,1,0,1,8,0
889.41,73,4,8,0,2,5,651.62,1,1,1,17,1
1354.86,273,13,6,0,3,5,12.97,1,1,1,5,0
825.71,65,83,8,0,2,5,3.47,1,1,1,18,0
10249.01,178,125,11,0,2,4,15.48,1,1,1,20,0
767.57,138,78,9,0,2,2,17.28,1,1,1,9,0
1037.38,42,44,14,0,4,9,2.63,1,1,1,7,0
2218.06,309,6,17,1,3,6,41.46,1,1,1,14,1
543.4,208,105,7,0,2,3,14.27,1,1,1,18,0
1217.21,377,7,14,0,1,2,21.68,1,0,1,10,0
2483.57,156,29,19,0,1,2,61.95,1,1,1,15,0
1296.13,77,3,7,0,2,3,17.68,1,1,1,22,1
1646.84,45,74,14,0,3,6,28.81,1,1,1,6,0
1064.93,288,42,11,0,3,6,2.78,0,1,1,13,0
397.63,72,142,23,0,6,11,2.29,1,1,1,10,0
2493.88,618,8,15,0,1,4,292.99,1,1,1,10,0
10456.02,466,102,3,0,4,6,6.74,1,1,1,0,0
1841.62,166,42,4,0,2,2,128.17,1,1,1,18,0
2264.85,131,27,6,0,3,11,9.42,0,1,1,7,0
3614.55,93,61,9,0,4,9,21.4,1,1,1,11,0
508.1,102,93,4,0,1,2,4.47,1,0,1,20,0
9922.05,551,34,8,0,2,4,11.3,0,0,1,21,0
2213.5,117,15,20,0,3,11,4.03,0,1,1,8,0
9245.17,218,148,20,0,3,6,3.56,1,1,1,16,0
868.67,228,22,8,0,1,4,12.64,1,1,1,4,0
11137.38,299,380,5,0,4,5,13.11,0,1,1,18,0
3925.13,206,87,14,0,8,10,33.42,1,1,1,17,0
3143.34,157,69,20,0,1,3,7.78,1,0,1,12,0
2284.78,86,1,13,0,1,5,74.16,1,0,1,11,0
1410.18,225,35,9,0,1,1,24.9,1,1,1,9,0
6006.1,195,41,15,1,1,7,5.72,1,1,1,12,1
2080.49,115,28,6,0,3,3,3.36,1,0,1,10,0
252.88,212,9,19,0,6,10,15.65,1,1,1,10,0
591.59,148,27,7,0,2,7,17.65,1,1,1,12,0
1501.4,195,4,5,0,2,6,11.72,1,1,1,14,0
2465.13,253,20,27,0,2,5,8.0,1,1,1,12,0
1708.57,177,5,5,0,3,7,40.72,1,0,1,21,0
6117.88,268,83,6,0,1,4,17.81,1,1,1,9,0
256.95,175,66,15,0,4,8,27.88,1,1,1,12,0
2087.22,299,168,2,0,2,4,5.93,1,1,1,14,0
293.54,127,28,18,0,3,6,27.54,1,1,1,2,0
3864.98,73,92,33,0,2,5,3.02,1,0,1,10,0
1645.08,189,53,7,0,3,7,9.85,1,1,1,12,0
2750.7,427,62,4,0,3,6,36.33,1,1,1,23,0
762.13,280,47,5,0,4,7,39.27,1,1,1,20,0
6499.4,424,90,7,0,2,5,4.46,1,1,1,13,0
5124.17,115,2,21,0,4,4,28.05,1,0,1,16,0
3240.7,157,5,17,0,2,5,587.86,0,0,1,19,0
1588.4,77,6,13,0,3,7,25.93,1,1,1,16,0
3228.77,60,20,9,0,3,6,17.72,1,1,0,19,0
891.68,389,53,3,0,2,6,26.39,1,0,1,2,0
4253.75,365,62,10,0,2,7,7.81,0,1,1,20,0
9409.55,239,74,3,0,4,6,1.29,1,0,1,20,0
5274.35,116,19,5,3,2,2,33.04,1,1,1,8,1
871.66,257,63,9,0,1,4,32.46,1,0,1,22,0
2595.2,346,7,10,0,3,6,4.82,1,0,1,14,0
496.14,456,1,15,0,3,6,97.37,1,1,1,17,0
3204.75,49,71,14,0,3,6,22.46,1,1,1,9,0
2837.29,128,75,29,0,2,5,4.48,1,0,1,18,0
278.71,120,58,5,0,2,4,31.09,1,0,1,21,0
565.79,143,17,15,0,1,5,0.53,1,1,1,16,0
1362.21,228,157,12,0,1,7,373.3,1,1,1,16,0
1338.28,29,125,13,0,1,7,12.15,1,0,1,17,0
539.44,114,43,20,0,2,8,4.83,1,0,0,7,0
2667.72,122,271,12,0,5,7,40.55,1,0,1,19,0
2325.0,174,21,8,0,1,4,26.85,1,0,1,9,0
1488.81,188,40,14,0,4,11,644.83,0,1,1,14,1
849.13,141,157,6,0,3,8,38.06,1,0,1,7,0
5160.08,515,37,6,0,3,6,21.23,0,1,1,7,0
9465.48,150,38,3,0,1,3,13.39,1,1,1,19,0
1114.81,226,4,24,0,2,3,2.99,0,1,1,6,0
980.27,252,14,34,0,2,5,14.98,1,0,1,22,0
2954.86,83,10,15,0,3,5,1.31,1,0,1,22,1
1263.92,87,49,2,0,1,4,1059.38,1,1,1,11,1
1572.78,255,23,10,0,4,10,69.3,1,1,1,12,0
3788.23,368,4,11,0,2,8,21.98,0,1,1,9,1
267.91,455,42,14,0,1,2,19.35,0,1,1,11,0
6756.78,85,66,6,0,1,6,1.09,0,1,1,13,0
1944.35,308,80,10,0,1,1,0.39,0,1,1,8,0
1198.12,165,109,15,0,3,5,1.55,1,1,1,18,0
1653.69,364,39,13,0,3,7,30.23,1,1,1,11,0
1741.37,210,29,13,0,3,4,9.11,1,0,1,6,0
320.15,240,69,8,0,4,7,48.18,1,1,1,20,0
8062.17,404,1,6,0,2,5,12.36,1,1,1,5,0
1884.33,430,60,18,2,3,8,17.31,1,0,1,21,1
2815.8,183,31,0,0,6,9,34.06,1,1,1,23,1
4682.32,44,36,25,0,1,4,1.87,0,0,1,10,0
651.21,99,21,7,0,3,7,17.71,1,0,1,21,1
2902.92,560,8,10,0,2,4,14.98,1,1,1,20,0
1383.48,248,30,9,0,2,2,2.86,1,1,1,23,0
4216.54,86,22,29,0,2,6,26.47,1,1,1,10,0
215.46,110,193,6,0,1,5,1041.61,1,1,1,18,0
1637.47,330,172,29,0,1,4,107.07,0,1,1,21,0
989.48,507,61,14,0,1,4,2.79,1,0,1,8,0
2785.72,171,140,22,0,2,4,24.1,1,1,1,9,0
2892.99,365,83,18,0,2,7,18.69,1,1,1,19,0
891.03,305,25,6,0,2,3,38.38,1,0,0,7,0
886.98,212,55,1,0,1,2,26.55,1,1,0,11,0
1618.63,268,14,6,0,2,4,1503.42,1,1,1,14,1
737.57,206,69,0,0,3,5,1365.98,1,1,1,21,1
4196.41,373,2,8,0,1,1,3.23,1,1,1,21,0
1249.87,278,106,25,0,3,5,71.98,1,1,1,16,0
98.79,49,52,3,0,3,5,7.85,1,1,1,15,0
1242.87,149,3,10,0,2,7,21.47,1,1,1,14,0
639.99,85,123,8,0,4,9,14.5,1,0,1,19,0
353.8,185,126,23,0,2,5,1243.69,1,1,1,12,0
524.57,143,114,0,0,1,3,15.37,1,1,1,18,0
2017.08,108,89,20,1,5,7,31.93,1,0,1,0,1
6827.0,65,67,2,0,3,8,6.57,1,1,1,13,0
2472.99,26,30,14,0,3,7,13.76,1,1,1,19,0
985.84,369,8,8,0,1,2,23.45,1,0,1,11,0
2852.37,369,20,6,0,2,5,68.75,1,1,1,6,0
1142.43,63,25,10,0,3,3,8.45,1,1,1,15,0
902.71,210,26,5,0,2,4,17.4,0,1,0,21,0
570.0,38,50,8,0,5,7,14.93,1,1,1,16,0
313.62,94,14,27,0,2,5,4.08,1,1,1,13,0
1224.24,136,12,4,0,2,4,10.28,1,0,1,5,0
2117.63,102,75,1,1,3,4,32.25,0,1,1,21,1
1641.52,247,1,4,0,3,4,12.28,1,1,1,5,0
1192.77,13,9,8,0,2,9,5.62,1,1,1,18,0
702.23,92,34,8,0,2,6,39.02,1,1,1,8,1
3321.75,293,9,5,3,2,4,340.59,1,1,1,14,1
484.38,35,192,18,0,4,7,28.74,0,0,1,12,0
3928.56,100,66,21,0,2,4,7.96,1,1,1,1,0
663.67,318,34,4,0,1,4,78.17,1,0,1,7,0
851.98,541,7,5,0,1,6,14.69,1,0,1,18,0
417.05,369,29,6,0,2,8,22.69,1,1,1,20,0
1095.1,134,63,14,0,2,5,1.7,1,0,1,20,0
4794.92,538,208,2,0,1,10,39.82,1,1,1,21,0
3027.91,298,38,11,0,1,6,3.58,1,0,1,11,0
4809.85,64,70,7,0,2,7,11.3,1,1,1,15,0
3047.7,40,13,5,0,2,4,39.24,1,0,1,11,0
599.64,283,58,25,0,2,4,493.86,0,1,1,19,0
1298.82,152,16,5,0,1,5,60.41,1,0,1,16,0
828.65,62,13,6,0,3,7,45.81,0,1,1,21,0
6840.22,147,42,26,0,2,5,31.89,1,0,1,11,0
546.32,333,14,9,0,3,5,954.73,1,0,1,9,1
4419.13,103,76,24,0,2,6,934.5,1,0,1,16,0
4415.84,101,166,16,0,1,2,19.69,1,1,1,11,0
11266.85,145,30,4,0,7,9,1168.63,0,1,1,7,1
1200.28,160,23,9,0,3,5,10.19,1,1,1,10,0
3686.09,127,11,12,0,1,2,10.08,1,1,1,10,0
17705.88,249,29,25,0,2,5,0.22,1,1,1,15,0
974.92,267,49,4,0,2,5,14.71,1,1,1,9,0
389.54,156,28,14,0,1,4,728.9,1,1,1,14,0
275.89,98,58,56,0,5,6,18.61,1,1,1,12,0
3687.53,114,65,6,0,3,6,23.22,1,1,1,13,0
275.02,391,6,10,0,3,6,14.25,1,1,1,19,0
1245.98,533,71,9,0,3,4,23.48,1,1,1,22,0
2799.83,54,138,15,0,4,7,9.91,1,0,1,12,0
2175.85,67,1,9,0,1,5,2.03,1,1,1,14,0
2766.79,112,48,10,3,3,9,37.7,1,1,1,7,1
2258.12,397,55,11,0,3,8,26.32,1,1,1,14,0
6495.51,127,74,3,0,2,3,39.73,0,1,1,16,0
697.63,249,29,25,0,2,6,7.97,0,1,1,11,0
918.74,147,102,10,2,2,8,23.5,1,0,1,18,1
834.92,114,46,1,0,3,5,18.74,1,1,1,16,0
4147.21,140,31,25,0,2,5,13.79,1,0,1,16,0
4448.84,63,76,12,0,2,8,10.67,0,1,1,16,0
2839.05,268,157,8,0,2,4,48.66,1,1,1,8,0
5904.64,97,100,14,0,1,7,35.41,1,1,1,18,0
556.66,106,160,7,0,1,8,21.17,1,0,1,13,0
9578.0,88,18,27,0,5,9,4.18,1,1,1,8,1
8293.59,433,7,3,0,3,6,19.54,0,1,0,0,0
3772.99,120,45,24,0,3,5,8.7,1,0,1,7,0
10740.74,194,2,9,0,2,5,17.97,1,0,1,5,0
344.94,24,67,24,0,1,5,6.17,1,1,1,12,0
1070.15,12,16,14,0,2,5,253.87,1,0,1,21,0
866.7,64,36,7,0,5,9,13.69,1,1,1,16,0
3720.0,318,63,4,0,2,3,18.71,1,1,1,15,0
632.61,186,39,2,0,3,5,15.39,1,0,1,11,0
3856.42,460,16,5,0,3,5,21.38,0,1,1,19,0
7119.1,348,127,22,0,2,5,3.89,1,1,1,18,0
3623.53,89,86,30,0,2,6,6.41,0,0,1,7,0
2401.27,147,55,10,0,3,5,65.35,0,1,1,9,0
673.26,384,71,0,0,3,5,1.77,1,0,1,18,0
775.22,137,32,5,0,1,8,3.68,1,0,1,22,0
6308.28,262,28,2,0,3,5,858.75,0,1,1,3,1
3941.63,55,10,16,0,1,6,20.87,1,1,1,21,0
1738.85,210,97,7,0,3,5,28.1,1,0,1,6,0
1190.45,164,28,7,0,3,5,22.94,0,1,1,9,0
238.46,90,70,6,0,1,1,8.06,1,0,1,13,0
619.65,151,21,7,0,2,6,11.8,0,1,1,5,0
12227.21,207,95,2,0,1,4,1.57,1,1,1,20,0
502.47,310,6,3,0,3,8,1476.03,1,0,1,8,1
2185.24,439,58,11,0,3,6,49.2,1,1,1,15,0
4951.49,284,98,8,0,1,6,39.67,1,1,1,10,0
515.47,361,64,5,0,2,7,537.46,1,1,1,20,0
2174.84,80,71,34,0,2,6,1390.41,1,0,1,16,0
4618.92,70,44,15,0,4,7,478.99,1,1,1,5,0
1830.78,241,49,4,0,4,7,28.05,0,0,1,14,1
31837.59,58,4,5,0,3,8,22.93,1,1,1,18,1
340.84,141,17,8,0,3,9,3.32,0,0,1,8,0
5212.05,280,76,13,0,1,3,33.3,1,0,1,13,0
1521.11,398,174,5,0,2,6,25.53,1,1,1,20,0
3912.45,213,46,9,0,1,3,33.26,1,1,1,20,0
2811.03,75,77,22,0,2,5,36.24,1,1,1,14,0
868.57,170,69,8,0,3,4,10.25,1,1,1,10,0
2273.32,183,443,7,0,4,8,26.15,1,0,1,15,0
282.05,99,95,4,0,1,6,43.24,1,0,1,19,0
3305.18,43,59,16,0,4,7,3.17,1,0,1,1,1
2436.11,285,7,11,0,2,7,15.48,1,1,1,9,0
3424.33,144,27,4,0,4,10,48.85,1,1,1,3,1
5208.87,259,17,11,0,1,5,16.77,1,0,1,17,0
2611.34,200,115,14,0,1,3,5.56,1,1,1,16,0
2096.64,144,35,17,0,3,5,22.65,1,1,1,12,0
749.14,130,45,9,0,1,4,17.71,1,1,1,0,0
886.94,161,200,6,0,2,7,35.35,1,1,1,19,0
5923.81,240,108,19,0,3,5,5.9,1,1,1,16,0
7603.28,18,93,18,0,3,7,16.18,1,1,1,22,0
1424.95,236,9,16,0,1,4,626.16,1,1,1,8,0
1893.16,224,1,10,0,2,4,16.11,1,1,1,7,0
731.71,283,8,14,0,1,4,12.69,1,0,1,18,0
5841.58,411,80,10,0,1,6,1.83,1,1,1,15,0
3517.19,101,31,7,0,2,6,5.47,1,0,1,20,0
12597.04,50,7,12,0,2,4,10.93,1,1,1,11,0
751.2,192,80,16,0,1,4,43.92,1,0,1,15,0
1238.92,182,12,4,0,5,9,1373.22,1,1,1,20,1
2278.89,132,53,14,0,1,5,59.64,1,1,1,16,0
3451.24,229,81,7,0,1,3,12.16,0,1,1,20,0
1457.29,107,56,32,0,2,5,10.99,0,1,1,10,0
755.24,145,303,3,0,2,3,12.81,1,1,1,8,0
4365.15,235,34,19,0,4,6,7.65,1,1,1,15,0
3718.72,134,22,41,0,2,3,9.63,1,1,1,23,0
723.23,182,13,2,0,1,3,29.51,1,0,1,15,0
7012.45,135,42,23,0,2,3,13.66,1,1,1,10,0
5826.66,76,114,6,0,4,7,46.4,1,0,1,8,1
2067.92,280,176,1,0,3,6,364.34,1,1,1,20,0
1957.84,265,214,5,0,2,5,3.28,1,1,1,15,0
3146.54,259,45,15,2,3,4,5.52,1,1,1,10,1
763.79,153,55,14,0,3,8,24.09,1,1,1,23,0
1863.16,294,52,8,0,7,8,811.48,1,1,1,9,1
210.11,302,37,2,0,2,5,3.77,1,1,1,13,0
4343.59,381,9,2,0,1,6,23.69,0,0,1,23,0
379.37,155,4,10,0,3,3,13.18,1,1,1,12,0
8130.84,190,34,3,0,3,5,16.59,1,1,1,12,0
1299.69,76,12,6,0,2,4,16.1,1,1,1,12,0
1463.13,411,130,3,0,3,10,26.98,1,1,1,11,0
965.13,137,86,13,0,2,3,0.7,1,1,1,11,0
1355.55,60,57,4,0,2,4,9.63,0,0,1,18,1
7469.11,388,2,22,0,3,7,8.85,1,1,1,15,0
150.23,151,58,4,0,3,6,3.8,1,1,1,8,0
6483.17,510,58,13,0,4,7,6.4,1,0,1,10,0
2535.19,174,34,0,0,1,5,44.37,1,0,1,16,0
540.76,98,64,26,0,2,7,24.55,1,1,1,10,0
616.89,287,117,19,0,2,6,23.61,1,1,1,11,0
9666.22,145,85,19,0,1,5,13.53,1,0,1,18,0
702.39,253,38,14,0,2,5,7.97,1,1,1,13,0
570.58,103,18,13,0,2,5,6.25,1,1,1,10,0
5638.17,236,38,10,0,4,8,1.83,1,1,1,6,1
2536.53,129,175,4,0,5,6,2.26,0,0,1,11,0
707.74,275,102,1,0,3,5,7.19,1,0,1,10,0
2245.37,160,1,8,0,4,8,15.77,1,1,1,20,1
648.23,190,91,5,0,3,4,14.79,1,0,1,9,0
5436.12,143,11,4,0,5,6,638.12,0,0,1,15,1
5225.84,165,50,11,0,3,7,70.92,1,1,1,17,0
3077.91,272,98,15,0,3,5,617.39,1,1,1,19,0
2595.83,74,49,10,0,2,9,790.45,1,0,1,14,1
10521.63,205,31,1,0,1,4,65.83,1,1,1,20,0
1807.48,669,23,24,0,1,7,58.7,1,1,1,8,0
554.53,354,21,2,0,1,6,4.54,1,1,1,14,0
2834.08,153,108,1,0,2,8,13.48,1,0,1,5,0
14560.2,183,104,11,0,2,8,1.22,1,1,1,7,0
655.4,123,104,8,0,2,5,88.67,1,1,1,10,0
1259.58,248,19,8,0,3,5,33.18,1,1,1,14,0
2742.01,61,96,9,0,1,7,0.87,0,1,1,12,0
1713.16,129,2,9,0,2,7,54.5,1,0,1,10,0
677.02,98,13,4,0,3,5,7.12,1,0,1,7,0
5551.69,126,43,8,0,2,4,63.23,1,1,1,12,0
18398.8,199,31,4,0,2,7,23.56,1,0,1,6,0
2199.82,20,7,5,0,4,6,35.72,1,0,1,14,1
732.11,139,2,11,0,3,6,17.26,1,0,1,13,0
384.15,118,56,4,0,1,4,8.64,0,1,1,13,0
2340.16,311,22,5,0,3,4,3.03,1,0,1,0,0
5452.76,85,1,2,0,2,4,49.38,1,1,1,14,0
2907.85,201,33,7,0,1,3,3.81,1,1,1,18,0
1803.7,153,21,14,0,2,7,25.06,1,1,1,22,0
1002.98,325,51,3,0,1,2,39.08,1,0,1,15,0
606.58,298,159,5,0,2,6,34.2,1,1,1,13,0
4166.17,454,22,2,0,2,6,18.42,0,1,1,11,0
4508.73,332,351,6,0,4,7,0.86,1,1,1,15,0
385.4,210,5,7,0,7,9,21.73,0,1,1,14,1
8864.76,285,5,11,0,4,7,41.97,1,1,1,21,0
3210.14,144,74,9,0,1,2,21.16,1,1,1,19,0
7329.0,185,82,20,0,1,5,28.01,1,1,1,7,0
472.42,191,32,1,0,3,5,3.59,1,0,1,12,0
461.36,89,20,3,0,2,7,61.25,1,0,1,13,0
1557.8,318,94,0,1,2,6,10.48,1,0,1,10,1
2989.27,393,187,3,0,4,6,13.55,1,1,1,19,0
10898.29,155,275,17,0,3,6,22.05,1,0,1,7,0
3663.15,163,60,21,0,2,5,2.33,1,1,1,17,0
1418.45,107,80,11,0,4,9,8.33,1,1,1,14,0
647.83,68,103,5,0,2,5,6.43,1,1,1,10,0
6185.73,266,96,8,0,3,5,9.8,1,1,1,12,0
689.04,72,301,10,0,3,7,63.36,1,1,1,9,0
9213.9,69,99,8,0,2,6,9.96,1,1,1,9,0
1360.51,255,65,4,0,2,2,28.28,1,1,1,16,0
8871.35,193,28,4,0,1,5,28.61,1,0,1,18,0
3565.04,267,54,4,0,2,6,26.7,1,1,1,19,0
1576.57,97,127,4,0,1,6,5.32,1,1,1,16,0
1075.57,489,21,17,0,1,5,76.95,1,1,1,8,0
1285.74,86,1,11,0,2,4,0.36,1,1,1,9,0
2774.75,118,23,16,0,4,7,3.8,1,1,1,14,1
1953.07,100,193,8,0,3,5,1.67,1,1,1,11,0
998.43,480,94,12,0,2,8,21.47,1,0,1,21,0
1532.06,130,12,12,0,4,11,6.85,0,0,1,18,1
1955.84,81,1,8,0,2,6,1.16,0,0,1,0,0
215.14,643,66,9,0,3,7,8.64,1,1,1,23,0
2858.83,434,51,11,0,2,6,29.56,1,1,1,18,0
678.77,358,5,10,0,1,3,5.08,1,1,1,9,0
570.59,419,202,26,0,3,6,34.23,1,1,1,15,0
334.51,84,57,6,0,4,5,3.12,1,1,0,20,1
300.7,454,63,8,0,2,3,31.37,1,0,1,10,0
466.17,148,115,8,0,2,10,12.24,1,1,1,9,0
889.78,216,24,8,0,5,8,46.09,1,0,1,13,1
12749.65,169,49,21,0,2,8,20.86,1,1,1,17,0
1068.62,391,51,3,0,3,7,851.02,1,1,1,22,0
2159.76,18,205,19,0,1,4,14.79,0,1,1,20,0
2698.58,74,8,5,3,4,8,18.88,1,1,1,18,1
2061.24,418,85,46,0,2,4,40.51,1,1,1,18,0
1673.31,108,51,3,0,2,6,39.59,1,1,1,20,0
547.14,382,112,7,0,1,5,27.75,1,0,1,6,0
7715.04,104,107,3,0,4,6,10.5,1,1,1,5,0
11017.02,144,1,35,0,2,5,36.66,1,1,1,16,0
336.08,513,17,5,0,1,4,14.85,1,1,1,20,0
649.35,283,11,11,0,3,6,55.14,1,0,1,21,0
1366.75,195,37,6,0,2,5,9.36,0,1,1,21,0
689.15,242,141,8,0,1,6,18.41,1,1,1,10,0
2998.79,333,1,18,0,1,6,10.33,1,0,1,16,0
872.82,188,40,1,0,4,7,46.21,1,1,1,13,0
15757.25,255,129,1,0,2,6,26.72,1,1,1,14,0
5946.44,651,156,9,0,1,4,9.35,1,1,1,16,0
2236.29,79,64,11,3,1,5,33.86,1,1,1,0,1
5049.21,194,106,11,0,4,6,30.46,1,1,1,1,0
5463.8,122,23,20,0,3,8,39.8,1,0,1,20,1
1028.7,90,20,15,0,4,7,6.59,1,0,1,8,0
799.34,192,3,0,0,3,7,32.48,0,1,1,7,0
1955.0,91,41,0,0,1,5,34.7,1,0,1,10,0
4279.69,81,36,2,0,3,8,50.08,1,1,1,20,1
2077.79,161,27,4,0,2,6,6.51,1,1,1,19,0
373.53,250,7,7,0,2,10,5.74,0,1,1,20,0
810.11,237,15,9,0,2,5,23.7,1,1,1,20,1
1679.12,163,13,4,0,2,3,12.1,1,1,1,9,0
1676.28,61,172,17,0,1,2,25.22,1,1,1,9,0
12997.89,58,203,3,0,3,5,34.32,1,1,1,19,0
452.15,220,1,31,0,3,5,15.43,1,1,0,13,0
2997.67,110,11,10,0,2,2,20.63,1,0,1,9,0
8015.34,201,131,21,0,3,6,3.81,0,1,1,8,0
17526.16,184,2,6,0,1,4,24.01,1,1,1,6,0
1206.65,35,172,10,0,4,8,719.36,1,1,1,16,0
2955.52,423,28,8,0,4,8,8.14,1,1,1,22,0
3196.34,57,46,1,0,1,3,75.96,1,0,1,8,0
2198.39,147,86,9,0,7,11,8.84,1,1,1,22,0
1637.87,67,16,2,0,4,6,47.52,1,1,1,10,0
2796.08,108,6,7,0,5,7,23.86,1,1,1,17,0
